Wavelength (Angstroms),Flux
3000.0,1.02434090285602
3001.400280056011,0.9989139410627443
3002.8005601120226,0.986621465302522
3004.2008401680337,0.9944530230865858
3005.6011202240447,0.9875854166441042
3007.001400280056,1.0053484273497308
3008.4016803360673,0.9967934041861743
3009.8019603920784,0.9841430785741372
3011.2022404480895,1.0078242156068644
3012.602520504101,0.9901739738541707
3014.002800560112,0.9859927299168285
3015.403080616123,1.004687350173904
3016.803360672134,0.9739380708332602
3018.2036407281457,1.0027533762071321
3019.603920784157,1.0159700139300316
3021.004200840168,0.9849548391157913
3022.4044808961794,0.9832265795269598
3023.8047609521905,1.0171384332005107
3025.2050410082015,0.968561669093657
3026.605321064213,0.9850779477209086
3028.005601120224,0.987175333176026
3029.405881176235,0.9636769916829534
3030.8061612322463,0.9765625363400701
3032.206441288258,0.9811759424629065
3033.606721344269,0.9850891360502981
3035.00700140028,1.006970800836054
3036.4072814562915,0.9745802471032438
3037.8075615123025,0.9883757756113477
3039.2078415683136,0.9707800717875836
3040.6081216243247,1.0032774125126207
3042.008401680336,0.9902462974865363
3043.4086817363473,0.9837193366101192
3044.8089617923583,1.0111887576552903
3046.20924184837,0.9688964496097364
3047.609521904381,0.9884589589331036
3049.009801960392,0.9871351783744521
3050.410082016403,0.9755548893849061
3051.8103620724146,1.0093540702829273
3053.2106421284257,1.0026724373450104
3054.6109221844367,0.9814090439969492
3056.0112022404483,1.0075056431562417
3057.4114822964593,0.9760805069768442
3058.8117623524704,0.9418030100795626
3060.212042408482,0.9634449214065357
3061.612322464493,0.9424840975550995
3063.012602520504,0.9818921039970645
3064.412882576515,0.9732226017744037
3065.8131626325267,0.951402330109042
3067.2134426885377,0.9645347122197958
3068.613722744549,0.9646002231907853
3070.0140028005603,0.9885352017822071
3071.4142828565714,0.9747103145795275
3072.8145629125825,0.977523726079412
3074.2148429685935,0.9753929509861587
3075.615123024605,0.9595187950925783
3077.015403080616,0.9858503533278926
3078.415683136627,0.9663506754084623
3079.8159631926387,0.9781398231119752
3081.21624324865,0.9300424630253689
3082.616523304661,0.9813324927576843
