Wavelength (Angstroms),Flux
3500.0,0.9623210558098528
3501.100220044009,1.0167852969741376
3502.200440088018,0.9761476446885436
3503.300660132026,0.9853290926287138
3504.400880176035,0.9552707261471977
3505.501100220044,1.0319628937043237
3506.601320264053,0.9936497367152902
3507.701540308062,1.042336967908972
3508.8017603520702,0.9870415174821948
3509.901980396079,0.9643611704547292
3511.002200440088,0.9663669093505374
3512.102420484097,0.9925334179144878
3513.202640528106,0.9817688699342516
3514.3028605721142,0.9748890283646373
3515.403080616123,1.0155345074316595
3516.503300660132,0.9625473235441392
3517.603520704141,1.0121088220026155
3518.70374074815,1.0034905503032219
3519.8039607921583,1.0211542725889673
3520.904180836167,1.0099744353250362
3522.004400880176,0.983153119494267
3523.104620924185,0.9866164072628102
3524.204840968194,1.0004808101113487
3525.3050610122023,1.0186330640470578
3526.405281056211,0.9842570608641136
3527.50550110022,1.016281218199337
3528.605721144229,0.9801190679395417
3529.705941188238,0.993584470006526
3530.8061612322463,1.0185694649897772
3531.906381276255,0.9948957479240728
3533.006601320264,0.9755515630287515
3534.106821364273,0.957991247875752
3535.207041408282,0.9815016562722094
3536.3072614522903,1.0459036128283343
3537.407481496299,0.9991685711964093
3538.507701540308,0.9809062784468684
3539.607921584317,1.0045563153384065
3540.708141628326,0.982720834527943
3541.8083616723343,1.0023552403397575
3542.908581716343,0.9479276764608742
3544.008801760352,1.0067593309497878
3545.109021804361,0.9630888490057687
3546.20924184837,0.9803470956791905
3547.3094618923783,0.9903638325977198
3548.409681936387,1.019845967094073
3549.509901980396,0.9812045180241841
3550.610122024405,0.9716898012614148
3551.710342068414,0.9688226247920403
3552.8105621124223,1.0179717806102946
3553.910782156431,0.9676252357975543
3555.01100220044,1.0075332680621862
3556.111222244449,1.0063120765435698
3557.211442288458,1.0139020773267204
3558.3116623324663,0.971623529499392
3559.411882376475,0.983999144555661
3560.512102420484,0.9725873033153809
3561.612322464493,0.957209570656799
3562.712542508502,0.9473937744464737
3563.8127625525103,0.9901542793823176
3564.912982596519,0.9527773014980505
3566.013202640528,0.9620307175484678
3567.113422684537,1.039836257727211
3568.213642728546,1.0127340541571017
3569.3138627725543,0.9525356371413449
3570.414082816563,0.9959689458632314
3571.514302860572,0.9926511635464436
3572.614522904581,0.9395232597056337
3573.71474294859,0.9683402103637657
3574.8149629925983,0.9881285465893856
3575.9151830366072,0.9724941353241359
3577.015403080616,0.9527530665434254
3578.115623124625,0.9692603391627429
3579.215843168634,1.031548306506499
3580.3160632126423,0.9842579589168268
3581.4162832566512,0.9874545441213692
3582.51650330066,0.9551943450568268
3583.616723344669,0.9112348717470768
3584.716943388678,0.9889213318300354
3585.8171634326864,0.9949377023638039
3586.9173834766952,0.9155326451426017
3588.017603520704,0.9556916024128351
3589.117823564713,0.9752787281980276
3590.218043608722,0.9374199775121176
3591.3182636527304,1.0033169813031142
3592.4184836967393,0.956223047221642
3593.518703740748,0.9241731910225474
3594.618923784757,0.9767280669993521
3595.719143828766,0.9687098856333334
3596.8193638727744,0.926997406005771
3597.9195839167833,1.0041724044379072
3599.019803960792,0.9610789603645228
3600.120024004801,0.9679372676302639
3601.22024404881,1.003489531384308
3602.3204640928184,0.957439635080179
3603.4206841368273,0.9981087798913891
3604.520904180836,0.9538557786755976
3605.621124224845,1.0024431908753384
3606.721344268854,0.9874887107682785
3607.8215643128624,1.0173384773598728
3608.9217843568713,0.9484235895850817
3610.02200440088,0.9520364209690942
3611.122224444889,0.9701699403316967
3612.222444488898,0.9049512570365487
3613.3226645329064,1.0357931371364555
3614.4228845769153,0.9020770186368137
3615.523104620924,0.9781432885561435
3616.623324664933,0.986758507442196
3617.723544708942,0.9606271017510485
3618.8237647529504,0.9494548700486456
3619.9239847969593,0.974264222919695
3621.024204840968,0.9461933738397307
3622.124424884977,0.9661150732428475
3623.224644928986,0.938015887591482
3624.3248649729944,0.9812242413293045
3625.4250850170033,0.9734595534319612
3626.525305061012,0.9573270336838408
3627.625525105021,0.9695097676532358
3628.72574514903,0.9396094347940753
3629.8259651930384,0.9550964658660538
3630.9261852370473,0.9863627654590876
3632.026405281056,0.9832325046040269
3633.126625325065,0.9700401766315347
3634.226845369074,0.9131349317636301
3635.3270654130824,0.9954635376070292
3636.4272854570913,0.946472714333683
3637.5275055011,0.9350389945747277
3638.627725545109,0.941673607313618
3639.727945589118,0.9929808789839626
3640.8281656331264,0.9621921592423444
3641.9283856771353,0.9477892814794819
3643.0286057211442,0.9246920053632215
3644.128825765153,0.9057281076662598
3645.229045809162,0.9688493968923506
3646.3292658531705,0.9365489774031809
3647.4294858971793,0.9409618372033401
3648.5297059411882,0.9896824464874847
3649.629925985197,0.9592479259029796
3650.730146029206,0.9348000457685091
3651.8303660732145,0.9497342293454704
3652.9305861172234,0.9568801691761842
3654.0308061612322,0.917273178074069
3655.131026205241,0.9190002418332752
3656.23124624925,0.936423925325032
3657.3314662932585,0.9062475073434768
3658.4316863372674,0.9656734533643135
3659.5319063812763,0.9487046972234001
3660.632126425285,0.9600737605071618
3661.732346469294,0.9493807985921865
3662.8325665133025,0.9675300440791993
3663.9327865573114,0.9436378636117363
3665.0330066013203,0.9308790289683714
3666.133226645329,0.8993995534488493
3667.233446689338,0.8684369990326014
3668.3336667333465,0.9174096559322139
3669.4338867773554,0.9707339157152823
3670.5341068213643,0.9306777756203564
3671.634326865373,0.9567098179726399
3672.734546909382,0.9492645159128223
3673.8347669533905,1.0148866858464283
